X,Y,xG,lastAction,shotType,situation,result
0.1368,0.3242,0.143,Aerial,LeftFoot,SetPiece,SavedShot
0.8227,0.4104,0.174,BallTouch,Head,OpenPlay,SavedShot
0.9731,0.7231,0.141,Cross,RightFoot,OpenPlay,MissedShots
0.8928,0.4567,0.337,Pass,LeftFoot,OpenPlay,SavedShot
0.0719,0.408,0.334,Standard,LeftFoot,OpenPlay,SavedShot
0.6463,0.5458,0.049,Rebound,Head,DirectFreekick,MissedShots
0.9085,0.7901,0.075,TakeOn,LeftFoot,SetPiece,SavedShot
0.7532,0.6303,0.091,Pass,Head,FromCorner,MissedShots
0.9001,0.5913,0.288,Aerial,RightFoot,FromCorner,MissedShots
0.1819,0.6102,0.155,Rebound,Head,Penalty,Goal
0.7674,0.3641,0.099,BallTouch,RightFoot,SetPiece,SavedShot
0.8949,0.5741,0.304,BallTouch,RightFoot,FromCorner,MissedShots
0.7484,0.2468,0.049,Cross,LeftFoot,OpenPlay,SavedShot
0.8819,0.6449,0.191,Pass,RightFoot,OpenPlay,BlockedShot
0.732,0.3298,0.067,Aerial,Head,SetPiece,BlockedShot
0.0062,0.2668,0.132,Standard,Head,OpenPlay,Goal
0.1315,0.381,0.206,Pass,RightFoot,DirectFreekick,Goal
0.8665,0.05,0.02,Throughball,RightFoot,OpenPlay,MissedShots
0.0922,0.4253,0.329,Throughball,RightFoot,DirectFreekick,SavedShot
0.2059,0.4367,0.152,Standard,LeftFoot,OpenPlay,BlockedShot
0.1105,0.4131,0.276,Aerial,LeftFoot,SetPiece,MissedShots
0.2701,0.5821,0.089,Throughball,RightFoot,OpenPlay,SavedShot
0.1336,0.5435,0.276,Pass,RightFoot,OpenPlay,ShotOnPost
0.077,0.5905,0.329,Standard,LeftFoot,OpenPlay,MissedShots
0.0635,0.3119,0.174,Throughball,LeftFoot,SetPiece,BlockedShot
0.9928,0.5524,0.557,Standard,RightFoot,OpenPlay,MissedShots
0.8657,0.5775,0.246,TakeOn,LeftFoot,OpenPlay,MissedShots
0.9499,0.6314,0.276,Cross,LeftFoot,FromCorner,Goal
0.0228,0.5799,0.437,BallTouch,LeftFoot,FromCorner,BlockedShot
0.1025,0.2052,0.07,BallTouch,LeftFoot,SetPiece,MissedShots
0.4366,0.2358,0.014,Throughball,Head,OpenPlay,SavedShot
0.938,0.802,0.072,Throughball,Head,OpenPlay,BlockedShot
0.9148,0.7604,0.095,Aerial,Head,OpenPlay,BlockedShot
0.0068,0.331,0.22,Pass,RightFoot,OpenPlay,MissedShots
0.1591,0.7334,0.089,Standard,RightFoot,OpenPlay,SavedShot
0.8305,0.7625,0.07,Rebound,RightFoot,OpenPlay,SavedShot
0.9808,0.4824,0.69,BallTouch,LeftFoot,OpenPlay,BlockedShot
0.0779,0.6531,0.215,Rebound,RightFoot,OpenPlay,MissedShots
0.8639,0.6416,0.177,TakeOn,RightFoot,OpenPlay,MissedShots
0.1206,0.5015,0.324,Aerial,RightFoot,OpenPlay,SavedShot
0.8352,0.6035,0.179,Rebound,RightFoot,OpenPlay,SavedShot
0.1207,0.3396,0.171,Aerial,RightFoot,SetPiece,SavedShot
0.1726,0.65,0.136,TakeOn,LeftFoot,OpenPlay,SavedShot
0.2296,0.3501,0.095,HeadPass,RightFoot,OpenPlay,SavedShot
0.2168,0.3814,0.118,Throughball,LeftFoot,SetPiece,SavedShot
0.779,0.4338,0.134,Cross,RightFoot,SetPiece,MissedShots
0.7306,0.4035,0.086,Rebound,RightFoot,OpenPlay,MissedShots
0.9512,0.4384,0.453,HeadPass,RightFoot,OpenPlay,BlockedShot
0.0322,0.4345,0.474,Throughball,Head,OpenPlay,SavedShot
0.8415,0.7344,0.088,Pass,Head,OpenPlay,MissedShots
0.9247,0.5053,0.465,Standard,LeftFoot,OpenPlay,SavedShot
0.1246,0.4833,0.311,Pass,LeftFoot,FromCorner,SavedShot
0.1136,0.5947,0.26,Throughball,RightFoot,SetPiece,SavedShot
0.7068,0.5895,0.073,Pass,RightFoot,OpenPlay,ShotOnPost
0.1889,0.95,0.017,HeadPass,RightFoot,OpenPlay,SavedShot
0.7069,0.5652,0.077,Rebound,Head,OpenPlay,SavedShot
0.7588,0.454,0.119,BallTouch,RightFoot,OpenPlay,BlockedShot
0.684,0.3603,0.054,Pass,LeftFoot,OpenPlay,MissedShots
0.0633,0.394,0.317,Pass,Head,OpenPlay,SavedShot
0.852,0.5088,0.26,Throughball,RightFoot,OpenPlay,BlockedShot
0.2018,0.7253,0.076,Standard,RightFoot,OpenPlay,BlockedShot
0.9772,0.2381,0.104,Pass,LeftFoot,OpenPlay,SavedShot
0.9568,0.8146,0.067,Standard,RightFoot,OpenPlay,SavedShot
0.7756,0.5105,0.141,Rebound,LeftFoot,DirectFreekick,SavedShot
0.0718,0.5055,0.478,BallTouch,Head,OpenPlay,SavedShot
0.062,0.2939,0.152,TakeOn,RightFoot,Penalty,BlockedShot
0.1008,0.5075,0.379,Aerial,RightFoot,OpenPlay,MissedShots
0.968,0.6016,0.363,HeadPass,Head,OpenPlay,BlockedShot
0.3586,0.836,0.017,Throughball,Head,FromCorner,BlockedShot
0.0446,0.4666,0.544,BallTouch,RightFoot,SetPiece,MissedShots
0.1989,0.4057,0.146,Aerial,RightFoot,OpenPlay,MissedShots
0.6973,0.4518,0.073,TakeOn,RightFoot,OpenPlay,MissedShots
0.0574,0.356,0.246,BallTouch,LeftFoot,OpenPlay,BlockedShot
0.9623,0.05,0.023,Aerial,RightFoot,OpenPlay,Goal
0.7809,0.433,0.136,HeadPass,RightFoot,FromCorner,MissedShots
0.9626,0.7161,0.147,Pass,RightFoot,FromCorner,SavedShot
0.0179,0.6149,0.335,Pass,RightFoot,OpenPlay,Goal
0.2932,0.522,0.081,Standard,Head,OpenPlay,MissedShots
0.9757,0.4918,0.692,Cross,RightFoot,SetPiece,MissedShots
0.1483,0.4743,0.255,Cross,Head,OpenPlay,SavedShot
0.1981,0.5999,0.144,Throughball,OtherBodyPart,DirectFreekick,MissedShots
0.9111,0.5478,0.379,BallTouch,RightFoot,SetPiece,ShotOnPost
0.0128,0.4811,0.708,Cross,RightFoot,FromCorner,MissedShots
0.1582,0.5191,0.238,Standard,LeftFoot,OpenPlay,SavedShot
0.1693,0.3623,0.148,Rebound,RightFoot,SetPiece,MissedShots
0.8416,0.6935,0.115,Pass,LeftFoot,SetPiece,SavedShot
0.0601,0.3078,0.17,Aerial,RightFoot,FromCorner,MissedShots
0.0931,0.5878,0.305,BallTouch,LeftFoot,OpenPlay,SavedShot
0.7091,0.5719,0.077,Cross,RightFoot,SetPiece,Goal
0.1467,0.6228,0.184,Aerial,Head,OpenPlay,ShotOnPost
0.853,0.05,0.019,BallTouch,RightFoot,SetPiece,MissedShots
0.9014,0.2786,0.122,BallTouch,RightFoot,FromCorner,MissedShots
0.8539,0.5257,0.259,TakeOn,RightFoot,OpenPlay,BlockedShot
0.0921,0.4768,0.398,Rebound,LeftFoot,Penalty,MissedShots
0.0303,0.7872,0.084,BallTouch,RightFoot,FromCorner,SavedShot
0.0409,0.138,0.046,HeadPass,RightFoot,SetPiece,SavedShot
0.961,0.4953,0.621,Rebound,LeftFoot,OpenPlay,SavedShot
0.7795,0.448,0.139,Cross,OtherBodyPart,DirectFreekick,BlockedShot
0.2162,0.7451,0.062,Pass,LeftFoot,OpenPlay,BlockedShot
0.0785,0.4089,0.325,HeadPass,RightFoot,DirectFreekick,BlockedShot
0.6711,0.5176,0.061,Aerial,RightFoot,OpenPlay,BlockedShot
0.0641,0.268,0.124,Aerial,LeftFoot,Penalty,SavedShot
0.8974,0.8917,0.033,Rebound,RightFoot,SetPiece,SavedShot
0.0782,0.2863,0.138,Standard,Head,FromCorner,SavedShot
0.8278,0.2682,0.084,Pass,LeftFoot,OpenPlay,MissedShots
0.1193,0.2928,0.126,Aerial,RightFoot,OpenPlay,MissedShots
0.2372,0.2666,0.059,Cross,Head,OpenPlay,MissedShots
0.0766,0.4914,0.459,TakeOn,Head,OpenPlay,SavedShot
0.2439,0.6133,0.099,BallTouch,RightFoot,OpenPlay,SavedShot
0.9854,0.7069,0.162,Throughball,RightFoot,SetPiece,MissedShots
0.9353,0.4919,0.504,Rebound,RightFoot,OpenPlay,MissedShots
0.1256,0.2843,0.115,Aerial,RightFoot,OpenPlay,SavedShot
0.9664,0.5057,0.647,BallTouch,Head,SetPiece,SavedShot
0.8874,0.3411,0.179,Cross,RightFoot,SetPiece,BlockedShot
0.7511,0.4287,0.107,TakeOn,RightFoot,DirectFreekick,SavedShot
0.9207,0.4303,0.365,Pass,RightFoot,OpenPlay,Goal
0.8671,0.5727,0.253,Standard,LeftFoot,OpenPlay,MissedShots
0.127,0.3347,0.16,TakeOn,RightFoot,OpenPlay,Goal
0.8846,0.2833,0.119,TakeOn,LeftFoot,OpenPlay,SavedShot
0.0454,0.6251,0.293,BallTouch,RightFoot,FromCorner,MissedShots
0.1408,0.4224,0.235,TakeOn,RightFoot,OpenPlay,MissedShots
0.9143,0.2425,0.097,TakeOn,Head,DirectFreekick,SavedShot
0.0288,0.5108,0.664,Aerial,LeftFoot,OpenPlay,BlockedShot
0.141,0.6433,0.17,BallTouch,RightFoot,SetPiece,SavedShot
0.1939,0.5731,0.162,BallTouch,LeftFoot,OpenPlay,MissedShots
0.1215,0.4869,0.32,Throughball,Head,OpenPlay,SavedShot
0.1101,0.6503,0.191,HeadPass,RightFoot,OpenPlay,SavedShot
0.9123,0.1013,0.032,TakeOn,RightFoot,OpenPlay,MissedShots
0.103,0.4887,0.371,Rebound,RightFoot,SetPiece,SavedShot
0.1124,0.3961,0.25,Throughball,RightFoot,OpenPlay,SavedShot
0.133,0.3319,0.153,Pass,LeftFoot,OpenPlay,MissedShots
0.9111,0.3301,0.183,Pass,LeftFoot,OpenPlay,ShotOnPost
0.0366,0.364,0.275,Standard,RightFoot,OpenPlay,MissedShots
0.7622,0.486,0.126,TakeOn,LeftFoot,FromCorner,MissedShots
0.8975,0.6214,0.238,Standard,Head,OpenPlay,MissedShots
0.1369,0.5181,0.282,TakeOn,RightFoot,OpenPlay,ShotOnPost
0.2065,0.5224,0.161,Pass,RightFoot,OpenPlay,SavedShot
0.2516,0.5098,0.113,TakeOn,RightFoot,OpenPlay,MissedShots
0.8974,0.1891,0.062,TakeOn,Head,OpenPlay,MissedShots
0.717,0.3653,0.069,BallTouch,RightFoot,SetPiece,MissedShots
0.0324,0.5018,0.656,Throughball,RightFoot,DirectFreekick,BlockedShot
0.8448,0.354,0.155,TakeOn,RightFoot,OpenPlay,ShotOnPost
0.935,0.3755,0.276,HeadPass,RightFoot,OpenPlay,MissedShots
0.1254,0.2956,0.125,Rebound,RightFoot,OpenPlay,SavedShot
0.0524,0.7732,0.092,Pass,RightFoot,OpenPlay,SavedShot
0.9596,0.4501,0.509,TakeOn,Head,OpenPlay,SavedShot
0.1129,0.6471,0.193,HeadPass,RightFoot,OpenPlay,SavedShot
0.6952,0.4329,0.07,HeadPass,RightFoot,OpenPlay,SavedShot
0.0299,0.3445,0.24,Throughball,Head,OpenPlay,BlockedShot
0.2456,0.6297,0.092,Pass,RightFoot,OpenPlay,SavedShot
0.1218,0.1567,0.046,Pass,RightFoot,OpenPlay,MissedShots
0.1922,0.7502,0.068,Rebound,RightFoot,SetPiece,SavedShot
0.3167,0.7889,0.028,Cross,RightFoot,OpenPlay,SavedShot
0.1375,0.6322,0.185,Aerial,Head,Penalty,MissedShots
0.9325,0.627,0.269,Aerial,RightFoot,OpenPlay,MissedShots
0.1061,0.2331,0.085,Cross,RightFoot,OpenPlay,BlockedShot
0.0135,0.5118,0.737,HeadPass,RightFoot,OpenPlay,BlockedShot
0.1649,0.2781,0.093,TakeOn,Head,OpenPlay,MissedShots
0.0446,0.7761,0.091,Rebound,RightFoot,OpenPlay,MissedShots
0.9678,0.2362,0.101,TakeOn,LeftFoot,OpenPlay,MissedShots
0.8531,0.4884,0.261,TakeOn,LeftFoot,SetPiece,ShotOnPost
0.0269,0.9013,0.034,Standard,RightFoot,OpenPlay,BlockedShot
0.1029,0.4321,0.317,Cross,LeftFoot,OpenPlay,SavedShot
0.0471,0.4905,0.579,Aerial,RightFoot,OpenPlay,Goal
0.0706,0.3082,0.166,Rebound,LeftFoot,OpenPlay,ShotOnPost
0.8504,0.6959,0.118,BallTouch,Head,OpenPlay,MissedShots
0.0359,0.2422,0.106,Standard,Head,OpenPlay,SavedShot
0.7222,0.6928,0.057,Pass,RightFoot,OpenPlay,BlockedShot
0.9512,0.4119,0.38,Pass,RightFoot,FromCorner,MissedShots
0.7175,0.6993,0.053,Standard,LeftFoot,DirectFreekick,SavedShot
0.8831,0.6105,0.235,Aerial,RightFoot,FromCorner,Goal
0.1182,0.4443,0.299,Rebound,RightFoot,FromCorner,SavedShot
0.0346,0.4809,0.619,TakeOn,RightFoot,OpenPlay,Goal
0.0727,0.8105,0.066,Aerial,Head,FromCorner,Goal
0.1486,0.5919,0.21,Standard,RightFoot,FromCorner,SavedShot
0.1171,0.3567,0.193,Throughball,RightFoot,OpenPlay,MissedShots
0.9507,0.5531,0.476,HeadPass,RightFoot,OpenPlay,SavedShot
0.1529,0.5115,0.249,HeadPass,LeftFoot,OpenPlay,MissedShots
0.0176,0.4527,0.568,Cross,RightFoot,OpenPlay,BlockedShot
0.8934,0.5316,0.349,Pass,LeftFoot,OpenPlay,Goal
0.885,0.6105,0.237,Standard,Head,FromCorner,MissedShots
0.1032,0.4618,0.352,Cross,LeftFoot,OpenPlay,ShotOnPost
0.927,0.209,0.077,Throughball,RightFoot,OpenPlay,ShotOnPost
0.8004,0.6173,0.133,TakeOn,LeftFoot,OpenPlay,Goal
0.7327,0.5699,0.093,Cross,RightFoot,SetPiece,MissedShots
0.9904,0.3512,0.258,Cross,RightFoot,OpenPlay,MissedShots
0.8948,0.3252,0.166,Rebound,RightFoot,OpenPlay,MissedShots
0.1103,0.3537,0.196,Aerial,RightFoot,OpenPlay,MissedShots
0.9093,0.5576,0.36,Cross,RightFoot,OpenPlay,SavedShot
0.0834,0.2772,0.127,Rebound,RightFoot,FromCorner,MissedShots
0.7845,0.63,0.114,Pass,RightFoot,Penalty,Goal
0.1677,0.2627,0.083,Aerial,RightFoot,OpenPlay,MissedShots
0.2016,0.4878,0.169,Aerial,LeftFoot,DirectFreekick,ShotOnPost
0.8376,0.3441,0.14,Standard,Head,OpenPlay,SavedShot
0.8321,0.48,0.22,Cross,RightFoot,OpenPlay,MissedShots
0.8983,0.1944,0.065,Throughball,RightFoot,OpenPlay,BlockedShot
0.1971,0.3577,0.122,Throughball,OtherBodyPart,OpenPlay,MissedShots
0.1367,0.2497,0.087,Rebound,RightFoot,Penalty,MissedShots
0.6656,0.6151,0.05,Cross,OtherBodyPart,OpenPlay,Goal
0.9237,0.2213,0.084,Rebound,LeftFoot,SetPiece,MissedShots
0.1722,0.6192,0.159,Standard,Head,OpenPlay,Goal
0.8576,0.0876,0.026,BallTouch,RightFoot,OpenPlay,SavedShot
0.0094,0.4787,0.705,Standard,LeftFoot,OpenPlay,MissedShots
0.1263,0.5181,0.306,Standard,OtherBodyPart,DirectFreekick,MissedShots
0.2521,0.6081,0.095,Pass,LeftFoot,FromCorner,Goal
0.0206,0.7187,0.147,Throughball,RightFoot,SetPiece,MissedShots
0.3026,0.4162,0.069,Cross,Head,OpenPlay,ShotOnPost
0.0377,0.4756,0.593,TakeOn,Head,OpenPlay,Goal
0.0725,0.2323,0.092,Pass,RightFoot,OpenPlay,MissedShots
0.2727,0.4849,0.096,Cross,Head,OpenPlay,BlockedShot
0.2203,0.3541,0.103,BallTouch,LeftFoot,OpenPlay,SavedShot
0.9419,0.517,0.524,BallTouch,LeftFoot,OpenPlay,MissedShots
0.8426,0.6487,0.15,BallTouch,RightFoot,OpenPlay,MissedShots
0.9106,0.7545,0.098,BallTouch,LeftFoot,FromCorner,Goal
0.9112,0.2675,0.116,BallTouch,RightFoot,OpenPlay,Goal
0.9168,0.5613,0.372,TakeOn,RightFoot,SetPiece,MissedShots
0.1533,0.6059,0.191,Throughball,RightFoot,SetPiece,MissedShots
0.2875,0.3046,0.053,Pass,RightFoot,OpenPlay,Goal
0.2753,0.6182,0.077,Aerial,RightFoot,OpenPlay,MissedShots
0.8091,0.5607,0.171,BallTouch,RightFoot,SetPiece,MissedShots
0.0415,0.5359,0.548,TakeOn,RightFoot,FromCorner,MissedShots
0.896,0.3531,0.201,BallTouch,LeftFoot,OpenPlay,MissedShots
0.0778,0.5267,0.44,Cross,RightFoot,FromCorner,MissedShots
0.1273,0.3991,0.232,Cross,RightFoot,FromCorner,SavedShot
0.9012,0.3735,0.235,Aerial,RightFoot,OpenPlay,MissedShots
0.9352,0.3314,0.2,Aerial,LeftFoot,OpenPlay,MissedShots
0.8852,0.4266,0.286,Cross,Head,OpenPlay,SavedShot
0.1638,0.5971,0.185,Pass,Head,Penalty,MissedShots
0.924,0.667,0.196,Standard,RightFoot,SetPiece,MissedShots
0.9234,0.6445,0.23,Standard,RightFoot,OpenPlay,SavedShot
0.9932,0.0806,0.03,Cross,OtherBodyPart,OpenPlay,Goal
0.065,0.329,0.197,Throughball,Head,OpenPlay,SavedShot
0.2458,0.329,0.077,BallTouch,Head,SetPiece,MissedShots
0.0214,0.4932,0.71,BallTouch,RightFoot,FromCorner,MissedShots
0.9407,0.5834,0.375,Rebound,RightFoot,DirectFreekick,MissedShots
0.1998,0.2527,0.067,Throughball,LeftFoot,OpenPlay,SavedShot
0.8517,0.5985,0.205,Throughball,RightFoot,OpenPlay,MissedShots
0.1926,0.1831,0.044,Throughball,Head,SetPiece,MissedShots
0.0145,0.5198,0.699,Aerial,LeftFoot,SetPiece,BlockedShot
0.1129,0.6551,0.183,TakeOn,Head,OpenPlay,MissedShots
0.2118,0.5055,0.156,Standard,RightFoot,OpenPlay,Goal
0.2916,0.712,0.047,Pass,RightFoot,FromCorner,MissedShots
0.2156,0.2878,0.076,Throughball,RightFoot,OpenPlay,BlockedShot
0.0455,0.7562,0.106,TakeOn,RightFoot,SetPiece,BlockedShot
0.9708,0.95,0.023,Rebound,LeftFoot,FromCorner,Goal
0.6615,0.2718,0.032,Standard,RightFoot,DirectFreekick,SavedShot
0.9654,0.2401,0.104,Cross,RightFoot,OpenPlay,Goal
0.7846,0.5353,0.148,Aerial,RightFoot,OpenPlay,MissedShots
0.261,0.6708,0.07,Standard,RightFoot,OpenPlay,SavedShot
0.0863,0.641,0.227,Throughball,RightFoot,OpenPlay,MissedShots
0.0213,0.5925,0.398,BallTouch,RightFoot,OpenPlay,BlockedShot
0.8069,0.5216,0.18,Standard,RightFoot,FromCorner,SavedShot
0.145,0.4245,0.23,BallTouch,LeftFoot,OpenPlay,BlockedShot
0.9108,0.4505,0.376,Standard,RightFoot,DirectFreekick,MissedShots
0.1073,0.4337,0.31,HeadPass,Head,SetPiece,SavedShot
0.9026,0.6187,0.249,Throughball,RightFoot,DirectFreekick,SavedShot
0.8268,0.4432,0.198,Rebound,LeftFoot,FromCorner,MissedShots
0.24,0.6017,0.106,Standard,RightFoot,FromCorner,SavedShot
0.1867,0.5005,0.191,Pass,RightFoot,FromCorner,SavedShot
0.9395,0.3568,0.245,Cross,RightFoot,OpenPlay,SavedShot
0.1428,0.6409,0.171,BallTouch,RightFoot,FromCorner,SavedShot
0.0447,0.3207,0.194,BallTouch,Head,SetPiece,MissedShots
0.1699,0.7831,0.061,Rebound,RightFoot,OpenPlay,SavedShot
0.9401,0.5777,0.388,Cross,RightFoot,OpenPlay,Goal
0.2747,0.6639,0.066,Pass,RightFoot,SetPiece,ShotOnPost
0.8729,0.7437,0.094,Throughball,RightFoot,DirectFreekick,MissedShots
0.9782,0.7174,0.148,BallTouch,Head,OpenPlay,Goal
0.0842,0.6117,0.278,Pass,RightFoot,OpenPlay,Goal
0.8269,0.232,0.066,Standard,LeftFoot,OpenPlay,Goal
0.9814,0.3409,0.236,Pass,RightFoot,OpenPlay,SavedShot
0.227,0.3173,0.083,Aerial,Head,Penalty,BlockedShot
0.9437,0.446,0.456,Throughball,OtherBodyPart,OpenPlay,Goal
0.8013,0.1751,0.04,BallTouch,Head,FromCorner,MissedShots
0.8483,0.6326,0.17,Rebound,RightFoot,SetPiece,MissedShots
0.9637,0.4431,0.495,BallTouch,LeftFoot,OpenPlay,SavedShot
0.9209,0.6584,0.206,Standard,LeftFoot,OpenPlay,MissedShots
0.9174,0.5181,0.432,Pass,RightFoot,DirectFreekick,SavedShot
0.7913,0.5862,0.14,Cross,LeftFoot,OpenPlay,MissedShots
0.7487,0.6569,0.079,HeadPass,LeftFoot,FromCorner,Goal
0.1896,0.5013,0.186,Aerial,RightFoot,SetPiece,MissedShots
0.9692,0.3529,0.255,Standard,RightFoot,Penalty,SavedShot
0.9383,0.4443,0.437,TakeOn,RightFoot,SetPiece,MissedShots
0.1338,0.8038,0.06,Standard,RightFoot,OpenPlay,BlockedShot
0.9711,0.3369,0.226,Pass,LeftFoot,OpenPlay,SavedShot
0.2152,0.5922,0.131,Cross,Head,OpenPlay,Goal
0.9041,0.6917,0.153,TakeOn,RightFoot,DirectFreekick,Goal
0.0908,0.8775,0.038,Rebound,Head,Penalty,MissedShots
0.1648,0.5093,0.227,Pass,LeftFoot,OpenPlay,SavedShot
0.7467,0.7879,0.04,Pass,RightFoot,OpenPlay,BlockedShot
0.0506,0.3132,0.181,HeadPass,RightFoot,OpenPlay,SavedShot
0.2635,0.7163,0.056,TakeOn,RightFoot,SetPiece,SavedShot
0.0838,0.3653,0.239,Standard,LeftFoot,OpenPlay,SavedShot
0.8685,0.5071,0.296,Standard,RightFoot,OpenPlay,BlockedShot
0.8311,0.4041,0.18,Rebound,LeftFoot,SetPiece,MissedShots
0.2163,0.7678,0.054,Standard,RightFoot,FromCorner,Goal
0.8654,0.4415,0.263,TakeOn,RightFoot,FromCorner,SavedShot
0.8898,0.587,0.276,Cross,RightFoot,OpenPlay,SavedShot
0.0352,0.5692,0.457,Pass,Head,OpenPlay,BlockedShot
0.3697,0.6999,0.029,Throughball,RightFoot,DirectFreekick,MissedShots
0.2021,0.4034,0.142,HeadPass,RightFoot,OpenPlay,ShotOnPost
0.9447,0.2574,0.116,Rebound,RightFoot,OpenPlay,Goal
0.0743,0.5429,0.428,Cross,RightFoot,FromCorner,SavedShot
0.1171,0.4605,0.316,Pass,LeftFoot,OpenPlay,BlockedShot
0.1847,0.3001,0.096,Standard,LeftFoot,Penalty,MissedShots
0.887,0.2735,0.112,Standard,Head,SetPiece,SavedShot
0.8553,0.5047,0.267,Throughball,RightFoot,OpenPlay,SavedShot
0.333,0.3859,0.051,Throughball,Head,OpenPlay,SavedShot
0.1323,0.4236,0.25,Rebound,RightFoot,OpenPlay,SavedShot
0.8803,0.7347,0.103,HeadPass,LeftFoot,DirectFreekick,MissedShots
0.855,0.4507,0.25,Standard,RightFoot,OpenPlay,SavedShot
0.8689,0.1652,0.048,Rebound,Head,SetPiece,MissedShots
0.2013,0.2244,0.055,Throughball,RightFoot,FromCorner,SavedShot
0.0738,0.3947,0.304,Pass,LeftFoot,OpenPlay,SavedShot
0.7896,0.6548,0.105,HeadPass,Head,OpenPlay,SavedShot
0.2469,0.5569,0.112,HeadPass,RightFoot,OpenPlay,MissedShots
0.8115,0.5454,0.18,TakeOn,Head,SetPiece,SavedShot
0.936,0.1387,0.045,Aerial,LeftFoot,OpenPlay,MissedShots
0.9592,0.2074,0.08,Throughball,RightFoot,FromCorner,ShotOnPost
0.9313,0.6437,0.238,Throughball,RightFoot,FromCorner,MissedShots
0.2116,0.5439,0.151,Aerial,LeftFoot,DirectFreekick,MissedShots
0.7593,0.4366,0.116,TakeOn,RightFoot,OpenPlay,MissedShots
0.7716,0.6401,0.1,BallTouch,RightFoot,OpenPlay,SavedShot
0.7607,0.3832,0.101,Aerial,LeftFoot,OpenPlay,MissedShots
0.9135,0.5922,0.309,Throughball,LeftFoot,OpenPlay,BlockedShot
0.1777,0.6241,0.15,Aerial,RightFoot,OpenPlay,SavedShot
0.6484,0.8132,0.02,Aerial,RightFoot,OpenPlay,SavedShot
0.7744,0.8058,0.041,Throughball,Head,DirectFreekick,MissedShots
0.064,0.3935,0.314,Throughball,RightFoot,OpenPlay,SavedShot
0.1239,0.5629,0.28,Standard,RightFoot,OpenPlay,MissedShots
0.8109,0.7352,0.076,Standard,RightFoot,OpenPlay,SavedShot
0.1123,0.5588,0.308,Rebound,RightFoot,FromCorner,BlockedShot
0.0179,0.6364,0.283,Pass,RightFoot,OpenPlay,BlockedShot
0.0782,0.2892,0.141,Cross,RightFoot,OpenPlay,BlockedShot
0.1268,0.1696,0.05,Pass,RightFoot,FromCorner,MissedShots
0.8281,0.6298,0.152,HeadPass,RightFoot,SetPiece,BlockedShot
0.0345,0.4701,0.59,Aerial,RightFoot,SetPiece,SavedShot
0.7768,0.3565,0.102,Standard,LeftFoot,OpenPlay,SavedShot
0.7576,0.4958,0.122,Aerial,Head,SetPiece,Goal
0.1909,0.1772,0.042,BallTouch,RightFoot,Penalty,SavedShot
0.9241,0.645,0.23,Standard,RightFoot,FromCorner,BlockedShot
0.9227,0.4249,0.359,TakeOn,RightFoot,OpenPlay,Goal
0.0256,0.3863,0.334,Cross,Head,OpenPlay,ShotOnPost
0.283,0.6616,0.063,Rebound,LeftFoot,OpenPlay,MissedShots
0.0662,0.5876,0.353,Aerial,Head,SetPiece,MissedShots
0.1605,0.5637,0.214,BallTouch,RightFoot,OpenPlay,BlockedShot
0.7655,0.7196,0.065,Pass,LeftFoot,DirectFreekick,SavedShot
0.8169,0.3847,0.151,Rebound,LeftFoot,OpenPlay,SavedShot
0.1072,0.6159,0.24,Rebound,RightFoot,SetPiece,SavedShot
0.9261,0.6408,0.238,HeadPass,RightFoot,OpenPlay,SavedShot
0.6939,0.8115,0.026,Standard,RightFoot,OpenPlay,MissedShots
0.3045,0.1894,0.026,TakeOn,RightFoot,Penalty,BlockedShot
0.9304,0.5966,0.328,Standard,Head,SetPiece,MissedShots
0.9585,0.3906,0.333,HeadPass,RightFoot,OpenPlay,SavedShot
0.6933,0.5912,0.066,BallTouch,RightFoot,OpenPlay,SavedShot
0.1149,0.3509,0.189,BallTouch,Head,SetPiece,MissedShots
0.0551,0.0771,0.028,BallTouch,LeftFoot,FromCorner,Goal
0.0297,0.4391,0.494,HeadPass,Head,FromCorner,SavedShot
0.9035,0.3741,0.239,Rebound,RightFoot,SetPiece,MissedShots
0.8993,0.749,0.099,Throughball,LeftFoot,OpenPlay,BlockedShot
0.1004,0.3064,0.148,HeadPass,RightFoot,OpenPlay,BlockedShot
0.9366,0.2675,0.124,Throughball,LeftFoot,OpenPlay,MissedShots
0.1608,0.1992,0.055,Standard,RightFoot,OpenPlay,SavedShot
0.9564,0.2872,0.15,Standard,LeftFoot,FromCorner,ShotOnPost
0.6653,0.1595,0.019,Aerial,Head,Penalty,SavedShot
0.0495,0.5118,0.566,Aerial,RightFoot,OpenPlay,BlockedShot
0.8177,0.5464,0.189,Aerial,RightFoot,OpenPlay,SavedShot
0.0689,0.3671,0.257,Cross,OtherBodyPart,OpenPlay,MissedShots
0.9071,0.8303,0.055,Standard,LeftFoot,OpenPlay,Goal
0.8456,0.4509,0.233,TakeOn,RightFoot,OpenPlay,MissedShots
0.1701,0.3779,0.159,Aerial,LeftFoot,Penalty,SavedShot
0.6695,0.0872,0.012,Throughball,OtherBodyPart,OpenPlay,MissedShots
0.3481,0.5627,0.05,Rebound,Head,Penalty,Goal
0.9752,0.6005,0.371,BallTouch,Head,SetPiece,SavedShot
0.9336,0.4018,0.329,Rebound,RightFoot,OpenPlay,SavedShot
0.8299,0.1433,0.036,Throughball,RightFoot,SetPiece,SavedShot
